141,2106-2107-20170105-0016,2106,丹东市,20170105,2107,锦州,0016,813,0.13,0.87,0,124.40874,40.544647,121.620384,41.46757,326,2106,丹东市,2107,锦州,迁出
142,2105-2102-20170105-0016,2105,本溪市,20170105,2102,大连,0016,708,0.15,0.85,0,124.57285,41.23053,122.21362,39.59564,319,2105,本溪市,2102,大连,迁出
143,2105-2103-20170105-0016,2105,本溪市,20170105,2103,鞍山,0016,420,0.2,0.8,0,124.57285,41.23053,123.015366,40.716843,182,2105,本溪市,2103,鞍山,迁出
144,2112-1411-20170105-0016,2112,铁岭市,20170105,1411,吕梁,0016,2747,0,1,0,124.176186,42.646576,111.26789,37.67888,1535,2112,铁岭市,1411,吕梁,迁出
145,2112-1200-20170105-0016,2112,铁岭市,20170105,1200,天津,0016,2203,0.07,0.92,0.01,124.176186,42.646576,117.33755,39.29692,845,2112,铁岭市,1200,天津,迁出
146,2112-2201-20170105-0016,2112,铁岭市,20170105,2201,长春,0016,2146,0.14,0.86,0,124.176186,42.646576,125.7722,44.38468,262,2112,铁岭市,2201,长春,迁出
147,2111-2103-20170105-0016,2111,盘锦市,20170105,2103,鞍山,0016,2711,0.64,0.36,0,122.00331,41.079155,123.015366,40.716843,119,2111,盘锦市,2103,鞍山,迁出
148,2111-2108-20170105-0016,2111,盘锦市,20170105,2108,营口,0016,2683,0.71,0.29,0,122.00331,41.079155,122.46848,40.392708,92,2111,盘锦市,2108,营口,迁出
149,2111-2102-20170105-0016,2111,盘锦市,20170105,2102,大连,0016,1581,0.27,0.73,0,122.00331,41.079155,122.21362,39.59564,166,2111,盘锦市,2102,大连,迁出
150,2111-3100-20170105-0016,2111,盘锦市,20170105,3100,上海,0016,1139,0.48,0.18,0.34,122.00331,41.079155,121.461624,31.19809,1098,2111,盘锦市,3100,上海,迁出
